,F1,F2,F3,F4,F5,F6
SS Loadings,3.401398881188103,2.2592955744195367,1.7976476094895275,1.7878837957610747,1.7367964422808766,1.4456238839336955
Proportion Var,0.24295706294200733,0.1613782553156812,0.12840340067782338,0.12770598541150532,0.12405688873434832,0.10325884885240681
Cumulative Var,0.24295706294200733,0.40433531825768854,0.532738718935512,0.6604447043470173,0.7845015930813656,0.8877604419337723
